100,0.000105191
300,0.000115572
400,0.000120763
500,0.000125954
600,0.000131145
800,0.000141526
1000,0.000151908
1100,0.000157098
1200,0.000162289
1400,0.000172671
1500,0.000177861
1600,0.000183052
1700,0.000188243
1800,0.000193434
1900,0.000198624
2000,0.000203815
2100,0.000209006
2200,0.000214197
2300,0.000219387
2400,0.000224578
2600,0.00023496
2700,0.000240151
2800,0.000245341
2900,0.000250532
3000,0.000255723
3100,0.000260914
3200,0.000266104
3300,0.000271295
3400,0.000276486
3500,0.000281677
3600,0.000286867
3700,0.000292058
3800,0.000297249
3900,0.00030244
4000,0.00030763
4100,0.000312821
4300,0.000323203
4400,0.000328393
4700,0.000343966
4800,0.000349157
4900,0.000354347
5000,0.000359538
5100,0.000364729
5200,0.00036992
5300,0.00037511
5400,0.000380301
5500,0.000385492
5600,0.000390683
5800,0.000401064
5900,0.000406255
6100,0.000416636
6200,0.000421827
6300,0.000427018
6400,0.000432209
6600,0.00044259
6700,0.000447781
6800,0.000452972
6900,0.000458162
7000,0.000463353
7100,0.000468544
7200,0.000473735
7300,0.000478926
7400,0.000484116
7500,0.000489307
7600,0.000494498
7700,0.000499689
7800,0.0005
7900,0.0005
8000,0.0005
8100,0.0005
8200,0.0005
8300,0.0005
8400,0.0005
8500,0.0005
8600,0.0005
8700,0.0005
8800,0.0005
8900,0.0005
9000,0.0005
9100,0.0005
9300,0.0005
9400,0.0005
9500,0.0005
9600,0.0005
9700,0.0005
9900,0.0005
10000,0.0005
10100,0.0005
10200,0.0005
10400,0.0005
10500,0.0005
10600,0.0005
10700,0.0005
10800,0.0005
10900,0.0005
11000,0.0005
11100,0.0005
11200,0.0005
11300,0.0005
11500,0.0005
11600,0.0005
11700,0.0005
11800,0.0005
11900,0.0005
12000,0.0005
12100,0.0005
12200,0.0005
12300,0.0005
12400,0.0005
12600,0.0005
12700,0.0005
12800,0.0005
12900,0.0005
13000,0.0005
13100,0.0005
13200,0.0005
13300,0.0005
13500,0.0005
13700,0.0005
13800,0.0005
13900,0.0005
14000,0.0005
14100,0.0005
14200,0.0005
14300,0.0005
14400,0.0005
14500,0.0005
14600,0.0005
14700,0.0005
14800,0.0005
14900,0.0005
15100,0.0005
15300,0.0005
15400,0.0005
15500,0.0005
15700,0.0005
15800,0.0005
15900,0.0005
16000,0.0005
16100,0.0005
16200,0.0005
16300,0.0005
16400,0.0005
16500,0.0005
16600,0.0005
16700,0.0005
16900,0.0005
17000,0.0005
17100,0.0005
17200,0.0005
17300,0.0005
17400,0.0005
17500,0.0005
